文本,识别结果,消极概率,积极概率,支持,反对,IP地址,评论者性别
人家都把话说的这么明白了还搁着喜欢了15年呢，joker是制胜的王牌，而你我的朋友，你是真正的clown,中性,0.55,0.45,0,0,山东,Gender.MALE
🤡,积极,0.21,0.79,0,0,陕西,Gender.MALE
"你要是真放下了就不会删。而是很自然的慢慢疏远。
而且必须要谈恋爱吗。非得要搞那种形式上黏黏腻腻的虚伪关系吗。",消极,0.73,0.27,0,0,云南,Gender.MALE
能不能别舔了，看的生理不适,消极,0.68,0.32,0,0,江苏,Gender.MALE
但凡你带点脑子讲话都不至于十五年都拿不下,中性,0.51,0.49,0,0,湖南,Gender.MALE
如果你觉得他说的对你大∠有帮助，那就是对的,中性,0.42,0.58,0,0,山东,Gender.UNKNOWN
额,积极,0.34,0.66,0,0,广东,Gender.MALE
"
时间会留下对你最好的人",积极,0.21,0.79,0,0,江苏,Gender.MALE
楼楼多大？,中性,0.46,0.54,0,0,河南,Gender.MALE
我不删你,中性,0.43,0.57,0,0,北京,Gender.FEMALE
15年 比我还能忍,消极,0.9,0.1,0,0,浙江,Gender.MALE
好哥们，是真的吗别骗自己,中性,0.39,0.61,0,0,广东,Gender.MALE
坚持时间好长呀，我高中喜欢过一个女的，表白了QQ上（感觉术太小了）。开始发了好人卡，但感觉感情微妙，后来一起玩一起聊天的话也正常，但我说完就没弄过啥，对方应该也是。毕业后就聊过几次就没聊过了，后来也聊过一次两次的，发现没啥感觉。也邀过我打游戏（这我一般不会同意的，我不喜欢不见面打游戏），现在已经7 年了，感觉挺正常的。反正如果说进一步反而会怪怪的，都认为熟了再好在一起，但我的想法是相反的，我对熟的没啥感觉,积极,0.34,0.66,0,0,河南,Gender.UNKNOWN
品鉴完毕，纯小丑🤡,积极,0.23,0.77,0,0,云南,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,湖北,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,湖北,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,湖北,Gender.UNKNOWN
厌蠢症犯了,消极,1.0,0.0,0,0,湖南,Gender.MALE
"爱让人失去很多让人成长，其实看到现在这个时代不论深情还是痴情还是一味的自我感动去追一个爱而不得的好女孩坏女孩都被人封上一个小丑的名号,很不痛快，吧里最近几年低龄化也是一方面原因，那些无情嘲笑看乐子的其实每个人都渴望一份真挚的海枯石烂的爱情，很难得，爱吗，谈了几千了没人能谈懂。当你真的爱上一个好女孩，你会包容她不越过底线的一切，不会在乎别人的嘲笑，楼主分享出来说是给吧友找乐子，更多是想给自己找些慰藉，放下了吗？真放下了吗？只有自己知道了",消极,0.67,0.33,0,0,山东,Gender.UNKNOWN
不喜欢你罢了，喜欢的三天就给了,积极,0.22,0.78,0,0,浙江,Gender.UNKNOWN
顺其自然，缘起性空,积极,0.14,0.86,0,0,澳大利亚,Gender.FEMALE
3,积极,0.25,0.75,0,0,云南,Gender.MALE
3,积极,0.25,0.75,0,0,云南,Gender.MALE
3,积极,0.25,0.75,0,0,云南,Gender.MALE
3,积极,0.25,0.75,0,0,云南,Gender.MALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
33,积极,0.29,0.71,0,0,江西,Gender.MALE
太尬了，不敢看,中性,0.54,0.46,0,0,江苏,Gender.MALE
傻子,中性,0.44,0.56,0,0,陕西,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,广东,Gender.MALE
若只，，,积极,0.18,0.82,0,0,山东,Gender.MALE
首先，作为一个男人，要有自己独立的思想和人格，才能勾起女人的兴趣。相反，越是低贱、自卑、低三下四，女人越没兴趣，最多只当个舔狗哄自己开心而已。所以我一直反对男人当舔狗，舔到最后一无所有，纯纯是个笑话,消极,0.69,0.31,0,0,天津,Gender.MALE
蝙蝠侠都不敢和你对线,积极,0.21,0.79,0,0,上海,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
真不如对着照片打打,中性,0.54,0.46,0,0,甘肃,Gender.MALE
丑完了,积极,0.3,0.7,0,0,辽宁,Gender.UNKNOWN
神必,积极,0.31,0.69,0,0,上海,Gender.MALE
楼主，帖子不要删，我留着当反面教材,中性,0.58,0.42,0,0,湖北,Gender.UNKNOWN
成了呢🤡,积极,0.25,0.75,0,0,吉林,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.FEMALE
3,积极,0.25,0.75,0,0,江苏,Gender.FEMALE
今天楼主硬气了一次，放下了喜欢了15年的女生,积极,0.34,0.66,695,1,湖北,Gender.MALE
第一次发帖，首先该行什么礼来的,中性,0.41,0.59,135,0,湖北,Gender.MALE
我教你，首先，用你的小手手握住小吉吉。来，跟我一起做，一二三四五六七八，二二三四五六七八。,积极,0.27,0.73,0,0,,Gender.UNKNOWN
我教你，首先，用你的小手手握住小吉吉  。来，跟我一起做，一二三四五六七八  ，二二三四五六七八  。,积极,0.28,0.72,0,0,,Gender.UNKNOWN
粗来了,积极,0.19,0.81,0,0,,Gender.UNKNOWN
我教你，首先，用你的小手手握住小吉吉  。来，跟我一起做，一二三四五六七八  ，二二三四五六七八  。,积极,0.28,0.72,0,0,,Gender.UNKNOWN
借楼，唧唧歪歪的，一直让人家单删你，你给他删了不就行了？一直在这装什么深情呢？真的喜欢她不会线下表白？,消极,0.78,0.22,0,0,,Gender.UNKNOWN
借楼，唧唧歪歪的，一直让人家单删你，你给他删了不就行了？一直在这装什么深情呢？真的喜欢她不会线下表白？,消极,0.78,0.22,0,0,,Gender.UNKNOWN
确实,积极,0.28,0.72,0,0,,Gender.UNKNOWN
快码加编,积极,0.21,0.79,0,0,,Gender.UNKNOWN
打个交先,中性,0.6,0.4,15,0,河北,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
女生喜欢你的几个暗示：1 .怎么约都约不出来：因为她担心自己实际的样子不够完美，怕被你讨厌而失去你 2 .已读不回：因为害羞而内心有过多小剧场，到处去问闺蜜们，你这样说到底有没有喜欢她的意思 3 .私下跟朋友说你很恶心：想让她的朋友跟潜在情敌疏远你，进而占有你,消极,0.83,0.17,0,0,,Gender.UNKNOWN
4 .被删好友：暗示彼此不只是朋友 5.拉黑你：怕控制不了自己的情感而陷入太深，只好忍痛把你拉黑 6 .遭受拒绝：女生第一句不是真心话，她只是想多听听你的告白,消极,0.96,0.04,0,0,,Gender.UNKNOWN
我们喜欢看🤡是来找乐子的，你这个乐子我们看不出来在哪里。,积极,0.31,0.69,0,0,,Gender.UNKNOWN
集贸朋友，哪个朋友连微信都没了，还朋友呢,消极,0.76,0.24,0,0,,Gender.UNKNOWN
大家有什么想问的随便问吧,消极,0.7,0.3,59,0,湖北,Gender.MALE
小丑，她的点就是不喜欢你，遇上喜欢的人不会怕麻烦，这都是借口罢了，别骗自己,消极,0.7,0.3,0,0,,Gender.UNKNOWN
命里有时终须有，命里无时莫强求,消极,0.77,0.23,0,0,,Gender.UNKNOWN
什么“出了大学就没有爱情”，说得好像你把她当备胎似的,中性,0.59,0.41,0,0,,Gender.UNKNOWN
你是真的🤡，人家就是不喜欢你，不是爱情看得淡,积极,0.2,0.8,0,0,,Gender.UNKNOWN
她是楼主的第一个小学同桌,中性,0.49,0.51,47,0,湖北,Gender.MALE
小学就犯劈隠？,中性,0.5,0.5,0,0,,Gender.UNKNOWN
大学都读完了还想着小学同学？你就不能找个大学同学？,积极,0.36,0.64,0,0,,Gender.UNKNOWN
小学在课堂导,中性,0.41,0.59,0,0,,Gender.UNKNOWN
楼主22,积极,0.33,0.67,0,0,,Gender.UNKNOWN
第一次发帖就没人，蛋鸡贴吧,消极,0.82,0.18,19,0,湖北,Gender.MALE
是这样的，先生，后面忘了,中性,0.57,0.43,0,0,,Gender.UNKNOWN
不会下联机版？,中性,0.48,0.52,0,0,,Gender.UNKNOWN
不回旺季再来,积极,0.22,0.78,0,0,,Gender.UNKNOWN
不会买肉鸡？,消极,0.63,0.37,0,0,,Gender.UNKNOWN
最近春天到了，楼主不想再培养感情了于是发起猛烈的进攻,消极,0.93,0.07,25,0,湖北,Gender.MALE
直说，匹瘾犯了,中性,0.39,0.61,0,0,,Gender.UNKNOWN
速度啊？,中性,0.4,0.6,0,0,,Gender.UNKNOWN
速度啊？,中性,0.4,0.6,0,0,,Gender.UNKNOWN
渴望当小丑了,消极,0.67,0.33,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
于是不出所料被第八次拒绝了捏,消极,0.93,0.07,65,0,湖北,Gender.MALE
不是，哥们？就一定要她？就算批里有大麻你也都碰都没碰到过啊,消极,0.86,0.14,0,0,,Gender.UNKNOWN
我要是新疆人就把你这个沸羊羊杀掉，多加点孜然，串成羊肉串请8u吃点,消极,0.89,0.11,0,0,,Gender.UNKNOWN
逆天第八次,消极,0.77,0.23,0,0,,Gender.UNKNOWN
什么老八,中性,0.51,0.49,0,0,,Gender.UNKNOWN
集合，影响我抒情了,积极,0.33,0.67,42,0,湖北,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
真的放下了吗,积极,0.31,0.69,19,0,黑龙江,Gender.MALE
lz放不下的，人家已经放进去了捏,积极,0.32,0.68,0,0,,Gender.UNKNOWN
其实你根本不想删他要是真删掉你了你心里肯定还挺难过的，还让人家删你呢,消极,0.65,0.35,0,0,,Gender.UNKNOWN
真删了吗？你可以对全世界说，你删了，你放下了，你能对自己说吗？,消极,0.66,0.34,0,0,,Gender.UNKNOWN
没看到都删了嘛,消极,0.74,0.26,0,0,湖北,Gender.MALE
牛的,积极,0.27,0.73,5,0,上海,Gender.MALE
一看就是编的，谈朋友的时候，头像用这么花哨的，被看到妥妥被编排,消极,0.9,0.1,0,0,,Gender.UNKNOWN
正确的,积极,0.32,0.68,0,0,,Gender.UNKNOWN
我都没漏头像哥们,消极,0.65,0.35,0,0,湖北,Gender.MALE
她可能不是对爱情很淡，只是对你没感觉,积极,0.25,0.75,67,0,河南,Gender.MALE
你好温柔还加个 可能 ,积极,0.14,0.86,0,0,,Gender.UNKNOWN
正确的,积极,0.32,0.68,0,0,,Gender.UNKNOWN
正确的,积极,0.32,0.68,0,0,,Gender.UNKNOWN
你,积极,0.16,0.84,0,0,,Gender.UNKNOWN
希望真放下了,中性,0.51,0.49,0,0,上海,Gender.UNKNOWN
脑子好乱不知道从哪里讲起，十几年发生好多，但不知道说什么,消极,0.93,0.07,9,0,湖北,Gender.MALE
你是不甘心，还是真喜欢？,积极,0.24,0.76,0,0,,Gender.UNKNOWN
不甘心的🤡,积极,0.29,0.71,0,0,,Gender.UNKNOWN
我感觉这个帖子会很长,消极,0.63,0.37,1,0,湖北,Gender.MALE
女的养乌龟呢！男的这乌龟也当得好，总结天生一对，女的就喜欢这男的舔，男的也喜欢当舔狗,消极,0.96,0.04,0,0,,Gender.UNKNOWN
先说说这最近的吧，，楼主上课看完老师的ppt就开始逛孙吧，本意是看各样的，没想到却见到了许多成功的爱情,中性,0.45,0.55,18,0,湖北,Gender.MALE
我也想看老师pp,中性,0.49,0.51,0,0,,Gender.UNKNOWN
未来可寄,积极,0.2,0.8,0,0,,Gender.UNKNOWN
不唱首歌,积极,0.3,0.7,0,0,,Gender.UNKNOWN
于是呢赶上愚人节和喝多，发起冲锋,积极,0.32,0.68,39,0,湖北,Gender.MALE
说这种，觉得谈恋爱麻烦，说白了就是不喜欢你，给你楼梯下罢了遇到对胃口的巴不得马上贴上去,消极,0.74,0.26,0,0,,Gender.UNKNOWN
你还“说！”，难道说直接的拒绝比委婉的拒绝更让你舒服吗。,积极,0.35,0.65,0,0,,Gender.UNKNOWN
那个说！我要笑死了 我感觉我在看狗血小说。,消极,0.96,0.04,0,0,,Gender.UNKNOWN
LZ纯NT，什么若只发炎，这么说话是个女的都不想和你谈，说的一条条一项一项的，你PPT汇报工作呢，谈感情本来就是感性的事情，当上理杏仁了是吧,中性,0.41,0.59,0,0,,Gender.UNKNOWN
楼主脑子也笨，想不明白这几个字是啥意思，是单纯不喜欢我，还是嫌弃谈恋爱麻烦或者别的,消极,0.78,0.22,11,0,湖北,Gender.MALE
说白了就是觉得和你谈恋爱麻烦，不喜欢你，给你个台阶下罢了,中性,0.4,0.6,0,0,,Gender.UNKNOWN
我是女鼠，告诉你，不喜欢你给你找台阶下，不信算了,中性,0.6,0.4,0,0,,Gender.UNKNOWN
说实话，你俩这个情况，异地真不如不谈，本来感情也不稳定，还异地，直接拉闸得了,消极,0.86,0.14,0,0,,Gender.UNKNOWN
你越舔 你越没机会 相信我 果断删了大概率后面会回来找你,积极,0.36,0.64,0,0,,Gender.UNKNOWN
是不是有点小矮有点小丑还有点小穷,消极,0.79,0.21,0,0,,Gender.UNKNOWN
对你比较排斥而已,中性,0.57,0.43,0,0,,Gender.UNKNOWN
我见过嘴上说着考研前不谈恋爱。扭头跟别人好上了,中性,0.44,0.56,0,0,,Gender.UNKNOWN
对你比较排斥，哪个好大姑娘会排斥甜甜的恋爱啊,中性,0.44,0.56,0,0,,Gender.UNKNOWN
大神们分析分析,中性,0.59,0.41,2,0,湖北,Gender.MALE
这还需要大神们，牵条🐶来都知道答案,积极,0.29,0.71,0,0,,Gender.UNKNOWN
她不喜欢你，但是又不想失去一个舔狗，毕竟谁会拒绝有个人像舔狗一样喜欢自己呢,消极,0.94,0.06,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
然后可能她也被我说动了吧，给她时间考虑考虑楼主那一天开心了整一天,中性,0.61,0.39,6,0,湖北,Gender.MALE
楼主说完给你一天时间考虑就去开心地玩了。 好一点的结局是她找闺闺吐槽一天或者挂xhs家人们谁懂啊，然后晚上恶心地拒绝了你。 差一点就是她也该干嘛干嘛过了一天，晚上想起来这件事，两秒钟决定还是不了。 放心，对于不喜欢你的人，你绝对占用不了她的时间和感情。,消极,0.88,0.12,0,0,,Gender.UNKNOWN
别说这么真实,中性,0.46,0.54,0,0,,Gender.UNKNOWN
什么考虑考虑，女生要是真喜欢你早就贴上去了,积极,0.33,0.67,0,0,,Gender.UNKNOWN
结果还是不了,消极,0.78,0.22,6,0,湖北,Gender.MALE
不愧是法家弟子,积极,0.37,0.63,0,0,,Gender.UNKNOWN
一个人都没？？？不是孙吧都喜欢看小丑吗，这不来看,积极,0.34,0.66,14,0,湖北,Gender.MALE
我蝙蝠侠认证，你这种不是消愁，是挠摊,消极,0.96,0.04,0,0,,Gender.UNKNOWN
clown😋🤡,积极,0.25,0.75,0,0,,Gender.UNKNOWN
早就,积极,0.23,0.77,0,0,,Gender.UNKNOWN
谢谢,积极,0.09,0.91,0,0,,Gender.UNKNOWN
人多再更，还有好多故事了,中性,0.42,0.58,2,0,湖北,Gender.MALE
最绷不住的一集,积极,0.21,0.79,15,0,湖北,Gender.MALE
这下暴露本性了,消极,0.77,0.23,0,0,,Gender.UNKNOWN
原来是op，一下就简洁明了了,中性,0.39,0.61,0,0,,Gender.UNKNOWN
什么👻男,中性,0.45,0.55,0,0,,Gender.UNKNOWN
打吗,积极,0.35,0.65,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,4,0,内蒙古,Gender.MALE
🤡,积极,0.21,0.79,1,0,广东,Gender.FEMALE
楼主真的喜欢了她15年啊，，，从见她第一面开始没有喜欢过任何其他女生啊,消极,0.69,0.31,8,0,湖北,Gender.MALE
15年你慢慢走马灯，收藏了，莫辜负,中性,0.48,0.52,0,0,,Gender.UNKNOWN
早知如此绊人心，何如当初莫相识,积极,0.3,0.7,0,0,,Gender.UNKNOWN
这下真是小丑🤡了,积极,0.36,0.64,0,0,,Gender.UNKNOWN
为什么吧友们都能幸福而我不能,消极,0.7,0.3,1,0,湖北,Gender.MALE
因为你不玩原神,积极,0.28,0.72,0,0,,Gender.UNKNOWN
这种事真不能强求，得靠魅力或者优点去吸引对方才行，不然都是白搭,中性,0.38,0.62,0,0,,Gender.UNKNOWN
因为你没有小高 小帅 小富,积极,0.18,0.82,0,0,,Gender.UNKNOWN
因为每当有一个幸福的时候，就会有一个人不幸福,积极,0.27,0.73,0,0,,Gender.UNKNOWN
我疼好疼,消极,0.99,0.01,1,0,湖北,Gender.MALE
想透批就直说 疼个毛,消极,0.94,0.06,0,0,,Gender.UNKNOWN
正确的，一针见血的！,消极,0.73,0.27,0,0,,Gender.UNKNOWN
不是好痒,中性,0.44,0.56,0,0,,Gender.UNKNOWN
我真的真的好喜欢她啊我的好朋友都知道,中性,0.48,0.52,0,0,湖北,Gender.MALE
识尽千千万万人，终不似、伊家好,消极,0.74,0.26,0,0,,Gender.UNKNOWN
不是你的终究不是你的，求而不得，不如放手,积极,0.34,0.66,0,0,,Gender.UNKNOWN
花几百块钱 过过瘾你就不喜欢她了 因为都一样 ,中性,0.47,0.53,0,0,,Gender.UNKNOWN
执念太深 你这种多去洗几次脚就懂了,积极,0.31,0.69,0,0,,Gender.UNKNOWN
为啥她还是给我删了,消极,0.79,0.21,9,0,湖北,Gender.MALE
不是你让删的？,中性,0.39,0.61,0,0,,Gender.UNKNOWN
看你聊天让她觉得头疼，和你恋爱只是单方面满足你的心里，根本对你没感觉你也没有她值得喜欢的地方,积极,0.14,0.86,0,0,,Gender.UNKNOWN
我曾经也经理过很多次 这种情况你不论对她咋说都没用,消极,0.92,0.08,0,0,,Gender.UNKNOWN
哎都是违心话罢了，删掉了心里其实真挺难受的,消极,0.66,0.34,0,0,,Gender.UNKNOWN
我不甘心,积极,0.36,0.64,2,0,湖北,Gender.MALE
蠢，玩原神的女性最好上，指不定在你不知道的时候，都和多少男摄影/男coser/男原友有过你所向往的“恋爱经历”了,消极,0.64,0.36,0,0,,Gender.UNKNOWN
qj都比你有用,积极,0.26,0.74,0,0,,Gender.UNKNOWN
玩原的女的纯纯白给，你也变成op就完事了,中性,0.54,0.46,0,0,,Gender.UNKNOWN
紫色心情都比你强,积极,0.32,0.68,0,0,,Gender.UNKNOWN
我头好疼，先睡了兄弟们，起床再更,积极,0.25,0.75,2,0,湖北,Gender.MALE
删不掉，之后你还会梦到的,中性,0.56,0.44,7,0,四川,Gender.MALE
感情这东西又不是做买卖，不是你付出了就一定会有回报，你不能说，因为我喜欢你，所以你也必须喜欢我，这不成强买强卖了嘛,中性,0.59,0.41,23,0,山西,Gender.MALE
换位思考，一个你拒绝过一万遍的人还是天天发消息烦你。给舔狗好脸色才是缺德，你还好哥们上了，换个脾气暴点的摇人打你或者让你在她朋友圈出名,消极,0.94,0.06,0,0,,Gender.UNKNOWN
说到底还是一厢情愿，凭什么你喜欢我我就一定要在意你的情绪,消极,0.7,0.3,0,0,,Gender.UNKNOWN
晋爷言之有理,积极,0.23,0.77,0,0,,Gender.UNKNOWN
可是陪了她那么久，就算不喜欢也该当好朋友对待不是吗？,积极,0.28,0.72,0,0,,Gender.UNKNOWN
🐢🐢🐢,积极,0.21,0.79,1,0,广东,Gender.MALE
喜欢还是靠吸引的，只有嘴或者做只感动自己的事，这仅仅是无效沟通…老夫长这么大，真没见过姿态摆低了，就有女生喜欢你的…,消极,0.89,0.11,20,0,广东,Gender.MALE
哈哈哈这楼主傻啦吧唧的跟我同学一样,积极,0.24,0.76,0,0,,Gender.UNKNOWN
难绷,积极,0.31,0.69,0,0,,Gender.UNKNOWN
女生都是幕强的 楼主我是不好评价,中性,0.58,0.42,0,0,,Gender.UNKNOWN
"
这并非约束我的规则，而是我对她的礼仪",积极,0.17,0.83,3,0,浙江,Gender.MALE
不如提升自己,中性,0.39,0.61,1,0,河南,Gender.MALE
给你整得跟对方有什么错一样你管人家是不想谈还是不想和你谈，就你这个姿态聊天这么尬 能和你谈才奇怪,中性,0.56,0.44,37,0,上海,Gender.MALE
"确实，就那个""说！""还以为谁家霸道总裁呢",消极,0.68,0.32,0,0,,Gender.UNKNOWN
我前任也这样，我真是绷不住了，服了服了，实际行动没怎么见，惹生气我就删了，又加我，删删加加的没意思,消极,0.95,0.05,0,0,,Gender.UNKNOWN
惹我生气,积极,0.34,0.66,0,0,,Gender.UNKNOWN
你好,积极,0.16,0.84,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,1,0,江西,Gender.MALE
还有好多发生事没有讲，讲完了再说我也不迟,中性,0.62,0.38,4,0,湖北,Gender.MALE
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
搞快点,积极,0.31,0.69,0,0,,Gender.UNKNOWN
睡这么久了赶紧的,积极,0.35,0.65,0,0,,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
人家说的没错啊，委婉拒绝你了罢了，直接拒绝朋友都直接别当了，找了个借口而已，根本不喜欢你哥们,消极,0.75,0.25,1,0,广东,Gender.FEMALE
还没删。。。。。？在线等,消极,0.86,0.14,0,0,四川,Gender.MALE
删了就没素材了,中性,0.45,0.55,0,0,湖北,Gender.MALE
睡吧哥们，不早了,中性,0.38,0.62,0,0,湖北,Gender.MALE
哥，我只说一个“诚”字，你可以和别人说，可以来贴吧里和说，可以和全世界的人说，“我放下了”，但你能对自己说“我放下了”吗？希望你不要在梦里一次又一次梦到人家，然后反复后悔今天的狠心，觉得不狠心后面总会有机会，说到底，你对自己“诚”了吗,中性,0.52,0.48,20,0,山西,Gender.MALE
哥们你这句话太戳心了,积极,0.24,0.76,0,0,,Gender.UNKNOWN
哥们你范围性伤害太大了明明是来看笑话的结果自己破防了,消极,0.79,0.21,0,0,,Gender.UNKNOWN
你油菜花,积极,0.16,0.84,0,0,,Gender.UNKNOWN
坏lz道心,中性,0.42,0.58,0,0,,Gender.UNKNOWN
丑和穷起码沾了一样。还是不要感动自己多关心关心家人吧。,消极,0.79,0.21,1,0,江苏,Gender.MALE
没感觉他就是帅也没用，但有钱拿捏一切。,中性,0.51,0.49,0,0,,Gender.UNKNOWN
我看了表白的聊天记录真的逆天有这么表白的吗,消极,0.79,0.21,1,0,四川,Gender.MALE
感觉有点不成熟，就不能好好讲话嘛？,积极,0.34,0.66,4,0,江苏,Gender.MALE
一眼🃏，真正硬气的都直接删 一句话都不说,消极,0.84,0.16,2,0,北京,Gender.MALE
看的我也想笑还你把我删了吧我不删你,消极,0.78,0.22,0,0,,Gender.UNKNOWN
确实 知道自己当🤡了 最后就应该直接开撕,中性,0.45,0.55,0,0,,Gender.UNKNOWN
楼主觉得女方可能会求着别删,消极,0.69,0.31,0,0,,Gender.UNKNOWN
就是这种心态，lz说这些话其实不是真的想删，感觉更像是想听一些挽留的话,消极,0.64,0.36,0,0,北京,Gender.MALE
这样表白就是对你有好感也不会想和你试试的,积极,0.22,0.78,7,0,河北,Gender.MALE
3,积极,0.25,0.75,2,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,湖北,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
純，這天聊的能談到就奇怪了😅,中性,0.54,0.46,1,0,福建,Gender.MALE
亲身经历告诉你，不删人的永远是小丑的那一个,积极,0.37,0.63,4,0,山东,Gender.FEMALE
3,积极,0.25,0.75,0,0,四川,Gender.FEMALE
你的聊天和追女孩的水准，怎么说呢，这姑娘本来你是有机会拿下的，现在是真没机会了,消极,0.81,0.19,10,0,浙江,Gender.MALE
确实,积极,0.28,0.72,0,0,,Gender.UNKNOWN
fw,积极,0.32,0.68,1,0,江西,Gender.MALE
用钱砸，不然你有我靓仔咩？,中性,0.42,0.58,1,0,福建,Gender.MALE
孩子，15年的朋友你想变成恋人，比你考上清华还难吧,消极,0.9,0.1,2,0,黑龙江,Gender.FEMALE
而且你过了15年才说喜欢别人？要么就早点暧昧，要么就一直当朋友，这么久才说，别人拒绝就删了，让我感觉你倒像个渴批楠,消极,0.9,0.1,5,0,黑龙江,Gender.FEMALE
你这语气是真的不会让对面想跟你谈了,积极,0.26,0.74,2,0,湖北,Gender.FEMALE
不要这么多废话，直接删除,消极,0.7,0.3,0,0,四川,Gender.MALE
我喜欢好几年的女生，我现在看不上了,中性,0.57,0.43,0,0,河南,Gender.MALE
沙茶,积极,0.18,0.82,0,0,安徽,Gender.UNKNOWN
别难过，给你看看我女儿,积极,0.35,0.65,27,0,安徽,Gender.FEMALE
可爱，几个月了,积极,0.18,0.82,0,0,,Gender.UNKNOWN
目前两岁半,消极,0.91,0.09,0,0,安徽,Gender.FEMALE
可爱捏,积极,0.09,0.91,0,0,,Gender.UNKNOWN
好可爱啊,积极,0.13,0.87,0,0,湖北,Gender.MALE
什么fw，天天👻着舔女的就开心，站起来，没了她你照样🔥,中性,0.52,0.48,6,0,安徽,Gender.MALE
3,积极,0.25,0.75,1,0,福建,Gender.MALE
句句带着不舍，你这叫硬气？,中性,0.41,0.59,1,0,湖南,Gender.MALE
这种语录我五年前就听过，什么get不get到她的点，点在哪呢欢乐豆么？,中性,0.53,0.47,2,0,黑龙江,Gender.MALE
gkd,积极,0.21,0.79,1,0,江苏,Gender.MALE
🤡,积极,0.21,0.79,0,0,山东,Gender.MALE
3,积极,0.25,0.75,1,0,广东,Gender.MALE
🤡的自我感动,积极,0.28,0.72,2,0,江苏,Gender.FEMALE
速更,积极,0.2,0.8,0,0,云南,Gender.MALE
还不够硬，我啊是亲自删的她,中性,0.62,0.38,0,0,河南,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,广西,Gender.MALE
咱俩有相同的境遇，都是爱而不得。放下吧，命里有时终须有，命里无时莫强求。我记得小王子里头有这样的一段情节，说小王子偶然得到一朵玫瑰，他十分爱惜，但是当他到达地球后，突然发现自己手里的玫瑰在太普通了。,消极,0.67,0.33,3,0,河北,Gender.MALE
再普通也爱惜，只是可惜这朵玫瑰不愿意在你手里,积极,0.23,0.77,0,0,,Gender.UNKNOWN
可能这朵玫瑰本来就不适合在我手里呢，一切不过是个缘分罢了，没缘分，再好的也不能在一起。,中性,0.48,0.52,0,0,河北,Gender.MALE
3,积极,0.25,0.75,0,0,河北,Gender.MALE
醒了醒了,中性,0.57,0.43,1,0,湖北,Gender.MALE
速速,积极,0.27,0.73,0,0,,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
🤡,积极,0.21,0.79,0,0,山东,Gender.MALE
哎,积极,0.21,0.79,1,0,河北,Gender.MALE
一眼🤡,积极,0.32,0.68,0,0,贵州,Gender.MALE
你🤡的我都有点心疼了，追女孩不是这样追的lz……说得好听一些叫你和她性格明显不合，说得难听一些就是，你根本就是在自说自话，满最喜欢，但是你不去了解也懒得了解对方在想什么。一切都是你自以为是自我感动的冲锋。,消极,0.84,0.16,17,0,日本,Gender.UNKNOWN
正确的,积极,0.32,0.68,0,0,,Gender.UNKNOWN
6，你怎么样管她屁事，搞得好像她错了,中性,0.51,0.49,1,0,重庆,Gender.MALE
